"id_hogar";"año";"mes";"consumo_kwh";"tipo_vivienda";"tipo_energia";"factura_mensual";"provincia";"comunidad_autonoma";"tamaño_vivienda_m2";"num_habitantes";"aislamiento_vivienda";"uso_energia_renovable";"precio_energia_eur_kwh";"tipo_equipos_electronicos";"estacion";"modo_facturacion";"consumo_promedio_historico";"vivienda_alquiler_propiedad";"años_vivienda_ocupada";"temperatura_media_mensual";"id_provincia";"id_comunidad";"id_tipo_vivienda";"id_tipo_energia"
"Hogar_39";2022;"Febrero";499.0;"Casa";"Eléctrica";99.0;"Zaragoza";"Aragón";127;3;"Regular";"Sí";0.292;"Aire acondicionado";"Otoño";"Tarifa variable";376.0;"Alquiler";14;19.0;9;8;1;1
"Hogar_40";2021;"Noviembre";232.0;"Casa";"Gas";195.0;"Málaga";"Andalucía";144;4;"Bueno";"No";0.22;"Calefacción eléctrica";"Primavera";"Tarifa fija";281.0;"Propiedad";16;15.0;7;2;1;2
"Hogar_41";2021;"Mayo";190.0;"Apartamento";"Eléctrica";116.0;"Zaragoza";"Aragón";91;2;"Regular";"No";0.126;"Electrodomésticos";"Primavera";"Tarifa fija";371.0;"Alquiler";14;20.0;9;8;2;1
"Hogar_42";2021;"Marzo";201.0;"Casa";"Eléctrica";71.0;"Sevilla";"Andalucía";101;5;"Regular";"Sí";0.268;"Aire acondicionado";"Verano";"Tarifa fija";271.0;"Propiedad";16;18.0;2;2;1;1
"Hogar_43";2022;"Mayo";247.0;"Apartamento";"Eléctrica";145.0;"Murcia";"Región de Murcia";97;2;"Deficiente";"Sí";0.265;"Aire acondicionado";"Verano";"Tarifa fija";253.0;"Propiedad";8;13.0;5;5;2;1
"Hogar_44";2021;"Diciembre";289.0;"Casa";"Gas";148.0;"Zaragoza";"Aragón";91;1;"Regular";"No";0.217;"Electrodomésticos";"Invierno";"Tarifa fija";361.0;"Propiedad";3;19.0;9;8;1;2
"Hogar_45";2022;"Mayo";472.0;"Apartamento";"Gas";110.0;"Bilbao";"País Vasco";51;1;"Bueno";"Sí";0.194;"Calefacción eléctrica";"Verano";"Tarifa fija";270.0;"Alquiler";19;11.0;1;1;2;2
"Hogar_46";2021;"Abril";350.0;"Apartamento";"Gas";55.0;"Zaragoza";"Aragón";78;4;"Bueno";"Sí";0.216;"Aire acondicionado";"Invierno";"Tarifa variable";363.0;"Alquiler";1;18.0;9;8;2;2
"Hogar_47";2022;"Julio";106.0;"Casa";"Gas";117.0;"Sevilla";"Andalucía";41;3;"Regular";"Sí";0.201;"Aire acondicionado";"Otoño";"Tarifa variable";345.0;"Alquiler";2;16.0;2;2;1;2
"Hogar_48";2021;"Mayo";422.0;"Apartamento";"Gas";63.0;"Valencia";"Comunidad Valenciana";42;4;"Deficiente";"Sí";0.255;"Calefacción eléctrica";"Verano";"Tarifa fija";237.0;"Alquiler";15;14.0;4;4;2;2
"Hogar_49";2022;"Diciembre";314.0;"Casa";"Eléctrica";125.0;"Barcelona";"Cataluña";140;4;"Deficiente";"Sí";0.171;"Electrodomésticos";"Primavera";"Tarifa variable";386.0;"Alquiler";10;19.0;10;9;1;1
"Hogar_50";2022;"Mayo";131.0;"Casa";"Gas";173.0;"Málaga";"Andalucía";95;4;"Bueno";"Sí";0.193;"Calefacción eléctrica";"Verano";"Tarifa fija";336.0;"Alquiler";18;23.0;7;2;1;2
"Hogar_51";2022;"Septiembre";271.0;"Casa";"Gas";165.0;"Murcia";"Región de Murcia";120;4;"Deficiente";"Sí";0.151;"Calefacción eléctrica";"Invierno";"Tarifa fija";399.0;"Alquiler";14;24.0;5;5;1;2
"Hogar_52";2021;"Abril";235.0;"Casa";"Gas";104.0;"Las Palmas";"Canarias";98;5;"Regular";"No";0.277;"Calefacción eléctrica";"Verano";"Tarifa fija";378.0;"Alquiler";17;19.0;6;6;1;2
"Hogar_53";2022;"Diciembre";153.0;"Casa";"Gas";117.0;"Murcia";"Región de Murcia";41;5;"Regular";"No";0.23;"Aire acondicionado";"Otoño";"Tarifa fija";234.0;"Alquiler";13;16.0;5;5;1;2
"Hogar_54";2022;"Septiembre";381.0;"Casa";"Gas";134.0;"Murcia";"Región de Murcia";41;2;"Bueno";"No";0.218;"Electrodomésticos";"Primavera";"Tarifa fija";281.0;"Propiedad";1;13.0;5;5;1;2
"Hogar_55";2021;"Agosto";448.0;"Apartamento";"Eléctrica";54.0;"Barcelona";"Cataluña";131;1;"Regular";"No";0.1;"Electrodomésticos";"Invierno";"Tarifa variable";332.0;"Propiedad";5;13.0;10;9;2;1
"Hogar_56";2021;"Marzo";276.0;"Apartamento";"Gas";160.0;"Málaga";"Andalucía";93;4;"Bueno";"No";0.148;"Calefacción eléctrica";"Primavera";"Tarifa variable";341.0;"Alquiler";13;17.0;7;2;2;2
"Hogar_57";2021;"Mayo";155.0;"Apartamento";"Gas";120.0;"Barcelona";"Cataluña";126;2;"Regular";"Sí";0.14;"Aire acondicionado";"Primavera";"Tarifa variable";357.0;"Alquiler";14;15.0;10;9;2;2
"Hogar_58";2022;"Mayo";242.0;"Apartamento";"Gas";125.0;"Valencia";"Comunidad Valenciana";140;1;"Bueno";"Sí";0.156;"Calefacción eléctrica";"Invierno";"Tarifa variable";203.0;"Alquiler";3;23.0;4;4;2;2
"Hogar_59";2022;"Junio";263.0;"Casa";"Eléctrica";173.0;"Valencia";"Comunidad Valenciana";135;3;"Deficiente";"Sí";0.259;"Aire acondicionado";"Primavera";"Tarifa fija";366.0;"Alquiler";15;15.0;4;4;1;1
"Hogar_60";2021;"Abril";189.0;"Casa";"Gas";103.0;"Málaga";"Andalucía";136;5;"Regular";"Sí";0.126;"Aire acondicionado";"Primavera";"Tarifa variable";391.0;"Propiedad";19;15.0;7;2;1;2
"Hogar_61";2022;"Mayo";197.0;"Apartamento";"Eléctrica";66.0;"Zaragoza";"Aragón";40;1;"Regular";"No";0.152;"Aire acondicionado";"Verano";"Tarifa fija";352.0;"Propiedad";17;15.0;9;8;2;1
"Hogar_62";2022;"Junio";477.0;"Apartamento";"Eléctrica";188.0;"Bilbao";"País Vasco";58;3;"Bueno";"Sí";0.285;"Aire acondicionado";"Primavera";"Tarifa variable";355.0;"Alquiler";3;22.0;1;1;2;1
"Hogar_63";2021;"Septiembre";305.0;"Apartamento";"Gas";87.0;"Zaragoza";"Aragón";41;1;"Bueno";"Sí";0.268;"Electrodomésticos";"Primavera";"Tarifa variable";393.0;"Propiedad";16;19.0;9;8;2;2
"Hogar_64";2022;"Agosto";187.0;"Casa";"Gas";148.0;"Bilbao";"País Vasco";92;5;"Regular";"No";0.185;"Aire acondicionado";"Primavera";"Tarifa variable";349.0;"Propiedad";14;19.0;1;1;1;2
"Hogar_65";2021;"Septiembre";390.0;"Casa";"Gas";81.0;"Murcia";"Región de Murcia";83;5;"Bueno";"Sí";0.22;"Aire acondicionado";"Primavera";"Tarifa variable";358.0;"Alquiler";12;15.0;5;5;1;2
"Hogar_66";2021;"Septiembre";259.0;"Apartamento";"Eléctrica";142.0;"Madrid";"Comunidad de Madrid";129;2;"Regular";"Sí";0.245;"Calefacción eléctrica";"Invierno";"Tarifa fija";222.0;"Alquiler";12;22.0;8;7;2;1
"Hogar_67";2021;"Junio";284.0;"Apartamento";"Eléctrica";74.0;"Bilbao";"País Vasco";71;4;"Deficiente";"No";0.264;"Calefacción eléctrica";"Otoño";"Tarifa variable";247.0;"Alquiler";11;10.0;1;1;2;1
"Hogar_68";2021;"Noviembre";310.0;"Casa";"Gas";52.0;"Sevilla";"Andalucía";109;1;"Bueno";"Sí";0.288;"Electrodomésticos";"Verano";"Tarifa variable";347.0;"Alquiler";17;23.0;2;2;1;2
"Hogar_69";2022;"Marzo";124.0;"Casa";"Eléctrica";82.0;"Valencia";"Comunidad Valenciana";71;1;"Regular";"Sí";0.147;"Calefacción eléctrica";"Primavera";"Tarifa fija";324.0;"Propiedad";8;17.0;4;4;1;1
"Hogar_70";2022;"Diciembre";455.0;"Apartamento";"Gas";117.0;"Sevilla";"Andalucía";107;3;"Deficiente";"Sí";0.171;"Aire acondicionado";"Primavera";"Tarifa fija";365.0;"Alquiler";17;15.0;2;2;2;2
"Hogar_71";2022;"Noviembre";416.0;"Casa";"Gas";110.0;"Barcelona";"Cataluña";94;5;"Deficiente";"Sí";0.114;"Calefacción eléctrica";"Invierno";"Tarifa variable";254.0;"Propiedad";11;17.0;10;9;1;2
"Hogar_72";2022;"Octubre";131.0;"Casa";"Gas";96.0;"Murcia";"Región de Murcia";114;1;"Regular";"Sí";0.156;"Electrodomésticos";"Otoño";"Tarifa fija";267.0;"Alquiler";2;20.0;5;5;1;2
"Hogar_73";2022;"Marzo";261.0;"Apartamento";"Eléctrica";65.0;"Zaragoza";"Aragón";95;5;"Bueno";"No";0.141;"Calefacción eléctrica";"Primavera";"Tarifa fija";287.0;"Propiedad";10;10.0;9;8;2;1
"Hogar_74";2022;"Octubre";368.0;"Apartamento";"Eléctrica";165.0;"Valencia";"Comunidad Valenciana";56;1;"Regular";"No";0.134;"Calefacción eléctrica";"Invierno";"Tarifa fija";200.0;"Alquiler";10;23.0;4;4;2;1
"Hogar_75";2022;"Junio";115.0;"Apartamento";"Gas";108.0;"Valencia";"Comunidad Valenciana";77;2;"Deficiente";"No";0.148;"Electrodomésticos";"Verano";"Tarifa variable";334.0;"Alquiler";11;16.0;4;4;2;2
"Hogar_76";2021;"Octubre";413.0;"Apartamento";"Eléctrica";128.0;"Barcelona";"Cataluña";63;4;"Regular";"No";0.237;"Electrodomésticos";"Verano";"Tarifa fija";384.0;"Propiedad";6;15.0;10;9;2;1
"Hogar_77";2021;"Abril";203.0;"Casa";"Gas";120.0;"Barcelona";"Cataluña";108;1;"Bueno";"No";0.24;"Aire acondicionado";"Primavera";"Tarifa variable";294.0;"Propiedad";4;12.0;10;9;1;2
"Hogar_78";2022;"Junio";342.0;"Apartamento";"Eléctrica";85.0;"Sevilla";"Andalucía";137;5;"Deficiente";"No";0.189;"Calefacción eléctrica";"Primavera";"Tarifa variable";339.0;"Propiedad";12;16.0;2;2;2;1
"Hogar_79";2021;"Febrero";441.0;"Apartamento";"Gas";63.0;"Las Palmas";"Canarias";109;2;"Regular";"Sí";0.125;"Aire acondicionado";"Otoño";"Tarifa variable";305.0;"Alquiler";11;17.0;6;6;2;2
"Hogar_80";2022;"Septiembre";121.0;"Casa";"Eléctrica";138.0;"Valencia";"Comunidad Valenciana";125;1;"Bueno";"No";0.159;"Calefacción eléctrica";"Otoño";"Tarifa variable";332.0;"Propiedad";13;16.0;4;4;1;1
"Hogar_81";2022;"Octubre";344.0;"Apartamento";"Gas";63.0;"Valencia";"Comunidad Valenciana";50;3;"Deficiente";"No";0.12;"Calefacción eléctrica";"Primavera";"Tarifa fija";307.0;"Propiedad";5;20.0;4;4;2;2
"Hogar_82";2021;"Abril";191.0;"Casa";"Gas";184.0;"Barcelona";"Cataluña";55;4;"Bueno";"Sí";0.224;"Aire acondicionado";"Invierno";"Tarifa variable";377.0;"Propiedad";6;16.0;10;9;1;2
"Hogar_83";2021;"Octubre";466.0;"Apartamento";"Gas";58.0;"Málaga";"Andalucía";136;1;"Deficiente";"Sí";0.259;"Calefacción eléctrica";"Otoño";"Tarifa fija";241.0;"Propiedad";1;24.0;7;2;2;2
"Hogar_84";2022;"Mayo";308.0;"Casa";"Eléctrica";65.0;"Barcelona";"Cataluña";112;2;"Regular";"No";0.123;"Calefacción eléctrica";"Primavera";"Tarifa variable";301.0;"Propiedad";6;18.0;10;9;1;1
"Hogar_85";2021;"Noviembre";396.0;"Apartamento";"Eléctrica";58.0;"Zaragoza";"Aragón";98;3;"Bueno";"Sí";0.137;"Calefacción eléctrica";"Otoño";"Tarifa fija";323.0;"Propiedad";18;22.0;9;8;2;1
"Hogar_86";2021;"Noviembre";207.0;"Apartamento";"Eléctrica";170.0;"Madrid";"Comunidad de Madrid";109;2;"Deficiente";"No";0.215;"Electrodomésticos";"Primavera";"Tarifa variable";339.0;"Propiedad";9;11.0;8;7;2;1
"Hogar_87";2021;"Agosto";148.0;"Casa";"Gas";61.0;"Sevilla";"Andalucía";119;2;"Bueno";"Sí";0.164;"Aire acondicionado";"Verano";"Tarifa fija";302.0;"Propiedad";15;15.0;2;2;1;2
"Hogar_88";2021;"Septiembre";321.0;"Casa";"Eléctrica";72.0;"Zaragoza";"Aragón";132;3;"Bueno";"No";0.274;"Electrodomésticos";"Primavera";"Tarifa variable";345.0;"Propiedad";8;15.0;9;8;1;1
"Hogar_89";2022;"Mayo";324.0;"Apartamento";"Gas";147.0;"Valencia";"Comunidad Valenciana";42;2;"Regular";"Sí";0.178;"Aire acondicionado";"Verano";"Tarifa variable";393.0;"Alquiler";19;18.0;4;4;2;2
"Hogar_90";2021;"Agosto";215.0;"Apartamento";"Gas";79.0;"Sevilla";"Andalucía";59;3;"Bueno";"Sí";0.17;"Aire acondicionado";"Otoño";"Tarifa fija";273.0;"Alquiler";16;22.0;2;2;2;2
"Hogar_91";2022;"Abril";167.0;"Apartamento";"Eléctrica";144.0;"Málaga";"Andalucía";98;1;"Deficiente";"No";0.217;"Calefacción eléctrica";"Primavera";"Tarifa variable";307.0;"Propiedad";6;11.0;7;2;2;1
"Hogar_92";2021;"Enero";354.0;"Apartamento";"Eléctrica";129.0;"Barcelona";"Cataluña";75;3;"Deficiente";"No";0.275;"Aire acondicionado";"Otoño";"Tarifa variable";321.0;"Alquiler";6;11.0;10;9;2;1
"Hogar_93";2021;"Marzo";333.0;"Apartamento";"Gas";114.0;"Las Palmas";"Canarias";58;3;"Deficiente";"No";0.224;"Electrodomésticos";"Verano";"Tarifa variable";216.0;"Alquiler";3;22.0;6;6;2;2
"Hogar_94";2021;"Agosto";164.0;"Apartamento";"Gas";95.0;"Valencia";"Comunidad Valenciana";129;4;"Deficiente";"No";0.194;"Electrodomésticos";"Primavera";"Tarifa fija";395.0;"Propiedad";10;13.0;4;4;2;2
"Hogar_95";2021;"Octubre";332.0;"Apartamento";"Eléctrica";172.0;"Palma";"Islas Baleares";106;3;"Regular";"No";0.199;"Electrodomésticos";"Otoño";"Tarifa variable";270.0;"Propiedad";1;20.0;3;3;2;1
"Hogar_96";2022;"Septiembre";429.0;"Apartamento";"Eléctrica";154.0;"Murcia";"Región de Murcia";58;3;"Bueno";"Sí";0.112;"Aire acondicionado";"Verano";"Tarifa variable";261.0;"Propiedad";14;18.0;5;5;2;1
"Hogar_97";2021;"Noviembre";208.0;"Casa";"Gas";141.0;"Málaga";"Andalucía";59;1;"Regular";"No";0.264;"Electrodomésticos";"Otoño";"Tarifa fija";240.0;"Propiedad";4;22.0;7;2;1;2
"Hogar_98";2021;"Febrero";177.0;"Casa";"Gas";88.0;"Madrid";"Comunidad de Madrid";135;4;"Bueno";"No";0.284;"Aire acondicionado";"Invierno";"Tarifa fija";318.0;"Propiedad";12;11.0;8;7;1;2
"Hogar_99";2021;"Junio";107.0;"Casa";"Gas";132.0;"Las Palmas";"Canarias";110;5;"Bueno";"Sí";0.128;"Electrodomésticos";"Verano";"Tarifa fija";361.0;"Propiedad";6;11.0;6;6;1;2
"Hogar_100";2021;"Julio";384.0;"Apartamento";"Eléctrica";142.0;"Madrid";"Comunidad de Madrid";91;1;"Bueno";"Sí";0.289;"Electrodomésticos";"Verano";"Tarifa fija";397.0;"Alquiler";11;18.0;8;7;2;1
"Hogar_1";2022;"Febrero";206.0;"Casa";"Eléctrica";182.0;"Bilbao";"País Vasco";144;1;"Regular";"No";0.161;"Aire acondicionado";"Verano";"Tarifa fija";244.0;"Propiedad";12;24.0;1;1;1;1
"Hogar_2";2021;"Julio";199.0;"Casa";"Gas";87.0;"Sevilla";"Andalucía";72;5;"Bueno";"Sí";0.238;"Electrodomésticos";"Primavera";"Tarifa variable";257.0;"Alquiler";10;16.0;2;2;1;2
"Hogar_3";2021;"Febrero";219.0;"Apartamento";"Eléctrica";65.0;"Palma";"Islas Baleares";79;3;"Regular";"Sí";0.205;"Calefacción eléctrica";"Primavera";"Tarifa variable";378.0;"Propiedad";18;14.0;3;3;2;1
"Hogar_4";2021;"Julio";194.0;"Apartamento";"Eléctrica";197.0;"Sevilla";"Andalucía";78;2;"Deficiente";"No";0.211;"Aire acondicionado";"Primavera";"Tarifa variable";325.0;"Propiedad";7;19.0;2;2;2;1
"Hogar_5";2022;"Septiembre";408.0;"Apartamento";"Eléctrica";186.0;"Sevilla";"Andalucía";121;4;"Deficiente";"Sí";0.142;"Aire acondicionado";"Invierno";"Tarifa fija";361.0;"Alquiler";7;23.0;2;2;2;1
"Hogar_6";2022;"Noviembre";483.0;"Apartamento";"Gas";121.0;"Valencia";"Comunidad Valenciana";143;2;"Bueno";"Sí";0.177;"Aire acondicionado";"Invierno";"Tarifa variable";243.0;"Propiedad";11;22.0;4;4;2;2
"Hogar_7";2022;"Abril";128.0;"Apartamento";"Gas";74.0;"Valencia";"Comunidad Valenciana";40;5;"Regular";"No";0.16;"Calefacción eléctrica";"Verano";"Tarifa fija";214.0;"Propiedad";4;24.0;4;4;2;2
"Hogar_8";2022;"Septiembre";197.0;"Casa";"Eléctrica";145.0;"Murcia";"Región de Murcia";50;1;"Deficiente";"No";0.167;"Aire acondicionado";"Invierno";"Tarifa fija";277.0;"Alquiler";1;10.0;5;5;1;1
"Hogar_9";2022;"Junio";471.0;"Apartamento";"Gas";57.0;"Palma";"Islas Baleares";131;1;"Regular";"Sí";0.256;"Electrodomésticos";"Otoño";"Tarifa variable";269.0;"Propiedad";13;11.0;3;3;2;2
"Hogar_10";2022;"Julio";377.0;"Apartamento";"Eléctrica";179.0;"Las Palmas";"Canarias";96;4;"Regular";"Sí";0.278;"Electrodomésticos";"Verano";"Tarifa fija";377.0;"Alquiler";18;19.0;6;6;2;1
"Hogar_11";2022;"Mayo";281.0;"Apartamento";"Gas";122.0;"Málaga";"Andalucía";128;1;"Bueno";"No";0.122;"Electrodomésticos";"Verano";"Tarifa fija";300.0;"Propiedad";9;22.0;7;2;2;2
"Hogar_12";2021;"Junio";130.0;"Casa";"Eléctrica";115.0;"Palma";"Islas Baleares";89;1;"Deficiente";"Sí";0.275;"Aire acondicionado";"Otoño";"Tarifa variable";359.0;"Propiedad";9;14.0;3;3;1;1
"Hogar_13";2022;"Abril";392.0;"Apartamento";"Eléctrica";150.0;"Madrid";"Comunidad de Madrid";62;4;"Bueno";"Sí";0.11;"Electrodomésticos";"Verano";"Tarifa fija";394.0;"Alquiler";9;13.0;8;7;2;1
"Hogar_14";2021;"Julio";135.0;"Casa";"Gas";149.0;"Bilbao";"País Vasco";70;4;"Bueno";"Sí";0.223;"Aire acondicionado";"Invierno";"Tarifa fija";202.0;"Propiedad";10;21.0;1;1;1;2
"Hogar_15";2022;"Noviembre";260.0;"Casa";"Gas";139.0;"Sevilla";"Andalucía";133;5;"Deficiente";"No";0.288;"Electrodomésticos";"Primavera";"Tarifa variable";285.0;"Alquiler";2;10.0;2;2;1;2
"Hogar_16";2021;"Noviembre";256.0;"Apartamento";"Gas";186.0;"Zaragoza";"Aragón";81;1;"Deficiente";"Sí";0.27;"Calefacción eléctrica";"Otoño";"Tarifa fija";273.0;"Alquiler";6;15.0;9;8;2;2
"Hogar_17";2022;"Mayo";418.0;"Apartamento";"Eléctrica";187.0;"Valencia";"Comunidad Valenciana";138;1;"Regular";"Sí";0.187;"Calefacción eléctrica";"Invierno";"Tarifa fija";250.0;"Alquiler";15;17.0;4;4;2;1
"Hogar_18";2021;"Septiembre";418.0;"Apartamento";"Gas";71.0;"Valencia";"Comunidad Valenciana";46;5;"Deficiente";"No";0.225;"Calefacción eléctrica";"Otoño";"Tarifa variable";266.0;"Propiedad";3;18.0;4;4;2;2
"Hogar_19";2022;"Noviembre";312.0;"Casa";"Eléctrica";54.0;"Madrid";"Comunidad de Madrid";55;3;"Regular";"Sí";0.262;"Calefacción eléctrica";"Otoño";"Tarifa variable";275.0;"Propiedad";11;20.0;8;7;1;1
"Hogar_20";2021;"Noviembre";339.0;"Casa";"Gas";170.0;"Murcia";"Región de Murcia";129;3;"Regular";"Sí";0.137;"Aire acondicionado";"Verano";"Tarifa variable";292.0;"Alquiler";6;15.0;5;5;1;2
"Hogar_21";2021;"Abril";339.0;"Casa";"Gas";-1.0;"Palma";"Islas Baleares";99;3;"Regular";"No";0.2;"Electrodomésticos";"Verano";"Tarifa variable";375.0;"Propiedad";3;19.0;3;3;1;2
"Hogar_22";2022;"Mayo";258.0;"Apartamento";"Eléctrica";-1.0;"Bilbao";"País Vasco";41;5;"Deficiente";"No";0.288;"Calefacción eléctrica";"Invierno";"Tarifa fija";344.0;"Propiedad";11;18.0;1;1;2;1
"Hogar_23";2022;"Noviembre";125.0;"Casa";"Gas";-1.0;"Murcia";"Región de Murcia";40;1;"Bueno";"No";0.141;"Aire acondicionado";"Otoño";"Tarifa fija";206.0;"Propiedad";15;18.0;5;5;1;2
"Hogar_24";2022;"Enero";218.0;"Casa";"Gas";-1.0;"Madrid";"Comunidad de Madrid";87;5;"Regular";"No";0.138;"Calefacción eléctrica";"Verano";"Tarifa variable";212.0;"Alquiler";13;19.0;8;7;1;2
"Hogar_25";2021;"Diciembre";479.0;"Casa";"Gas";-1.0;"Valencia";"Comunidad Valenciana";51;5;"Bueno";"Sí";0.17;"Calefacción eléctrica";"Verano";"Tarifa fija";319.0;"Propiedad";10;13.0;4;4;1;2
"Hogar_26";2021;"Agosto";449.0;"Apartamento";"Eléctrica";-1.0;"Murcia";"Región de Murcia";108;3;"Bueno";"Sí";0.136;"Aire acondicionado";"Otoño";"Tarifa fija";265.0;"Alquiler";6;11.0;5;5;2;1
"Hogar_27";2022;"Mayo";346.0;"Casa";"Eléctrica";72.0;"Sevilla";"Andalucía";76;2;"Deficiente";"No";0.27;"Aire acondicionado";"Invierno";"Tarifa variable";203.0;"Propiedad";15;11.0;2;2;1;1
"Hogar_28";2022;"Febrero";358.0;"Casa";"Eléctrica";104.0;"Sevilla";"Andalucía";71;1;"Bueno";"No";0.243;"Electrodomésticos";"Invierno";"Tarifa variable";337.0;"Propiedad";18;13.0;2;2;1;1
"Hogar_29";2021;"Octubre";132.0;"Apartamento";"Eléctrica";100.0;"Zaragoza";"Aragón";48;3;"Bueno";"Sí";0.105;"Electrodomésticos";"Otoño";"Tarifa fija";287.0;"Alquiler";18;17.0;9;8;2;1
"Hogar_30";2022;"Mayo";341.0;"Casa";"Eléctrica";149.0;"Madrid";"Comunidad de Madrid";144;2;"Deficiente";"No";0.293;"Calefacción eléctrica";"Invierno";"Tarifa variable";216.0;"Propiedad";7;22.0;8;7;1;1
"Hogar_31";2021;"Enero";381.0;"Casa";"Gas";152.0;"Sevilla";"Andalucía";138;2;"Regular";"Sí";0.252;"Calefacción eléctrica";"Verano";"Tarifa variable";251.0;"Alquiler";15;20.0;2;2;1;2
"Hogar_32";2022;"Febrero";488.0;"Casa";"Gas";144.0;"Sevilla";"Andalucía";58;4;"Bueno";"No";0.282;"Electrodomésticos";"Otoño";"Tarifa variable";333.0;"Propiedad";18;21.0;2;2;1;2
"Hogar_33";2022;"Febrero";213.0;"Apartamento";"Gas";132.0;"Madrid";"Comunidad de Madrid";87;1;"Deficiente";"Sí";0.154;"Electrodomésticos";"Verano";"Tarifa fija";268.0;"Alquiler";18;15.0;8;7;2;2
"Hogar_34";2022;"Octubre";415.0;"Casa";"Eléctrica";165.0;"Valencia";"Comunidad Valenciana";119;2;"Bueno";"No";0.224;"Aire acondicionado";"Primavera";"Tarifa variable";336.0;"Propiedad";9;16.0;4;4;1;1
"Hogar_35";2022;"Septiembre";410.0;"Apartamento";"Eléctrica";152.0;"Murcia";"Región de Murcia";42;3;"Bueno";"No";0.157;"Electrodomésticos";"Primavera";"Tarifa fija";220.0;"Propiedad";2;15.0;5;5;2;1
"Hogar_36";2022;"Septiembre";191.0;"Casa";"Eléctrica";198.0;"Valencia";"Comunidad Valenciana";59;4;"Regular";"Sí";0.212;"Electrodomésticos";"Invierno";"Tarifa fija";223.0;"Propiedad";8;12.0;4;4;1;1
"Hogar_37";2022;"Octubre";406.0;"Casa";"Eléctrica";190.0;"Málaga";"Andalucía";63;1;"Bueno";"No";0.291;"Calefacción eléctrica";"Primavera";"Tarifa fija";203.0;"Alquiler";2;10.0;7;2;1;1
"Hogar_38";2021;"Marzo";487.0;"Apartamento";"Gas";118.0;"Las Palmas";"Canarias";93;5;"Deficiente";"Sí";0.119;"Electrodomésticos";"Verano";"Tarifa variable";351.0;"Alquiler";11;18.0;6;6;2;2
"Hogar_39";2022;"Febrero";499.0;"Casa";"Eléctrica";99.0;"Zaragoza";"Aragón";72;3;"Bueno";"Sí";0.221;"Calefacción eléctrica";"Primavera";"Tarifa variable";386.0;"Alquiler";7;24.0;9;8;1;1
"Hogar_40";2021;"Noviembre";232.0;"Casa";"Gas";195.0;"Málaga";"Andalucía";63;2;"Regular";"Sí";0.25;"Electrodomésticos";"Verano";"Tarifa variable";202.0;"Propiedad";6;12.0;7;2;1;2
"Hogar_41";2021;"Mayo";190.0;"Apartamento";"Eléctrica";116.0;"Zaragoza";"Aragón";114;2;"Regular";"Sí";0.287;"Aire acondicionado";"Invierno";"Tarifa variable";267.0;"Alquiler";10;10.0;9;8;2;1
"Hogar_42";2021;"Marzo";201.0;"Casa";"Eléctrica";71.0;"Sevilla";"Andalucía";111;3;"Deficiente";"Sí";0.186;"Electrodomésticos";"Invierno";"Tarifa variable";300.0;"Alquiler";5;21.0;2;2;1;1
"Hogar_43";2022;"Mayo";247.0;"Apartamento";"Eléctrica";145.0;"Murcia";"Región de Murcia";75;2;"Regular";"No";0.169;"Electrodomésticos";"Verano";"Tarifa fija";367.0;"Alquiler";11;13.0;5;5;2;1
"Hogar_44";2021;"Diciembre";289.0;"Casa";"Gas";148.0;"Zaragoza";"Aragón";77;4;"Bueno";"No";0.187;"Electrodomésticos";"Primavera";"Tarifa fija";375.0;"Alquiler";1;22.0;9;8;1;2
"Hogar_45";2022;"Mayo";472.0;"Apartamento";"Gas";110.0;"Bilbao";"País Vasco";143;1;"Regular";"Sí";0.125;"Calefacción eléctrica";"Invierno";"Tarifa fija";253.0;"Alquiler";2;20.0;1;1;2;2
"Hogar_46";2021;"Abril";350.0;"Apartamento";"Gas";55.0;"Zaragoza";"Aragón";123;4;"Deficiente";"No";0.167;"Aire acondicionado";"Otoño";"Tarifa variable";234.0;"Alquiler";1;24.0;9;8;2;2
"Hogar_47";2022;"Julio";106.0;"Casa";"Gas";117.0;"Sevilla";"Andalucía";138;2;"Regular";"Sí";0.159;"Electrodomésticos";"Invierno";"Tarifa fija";255.0;"Alquiler";19;16.0;2;2;1;2
"Hogar_48";2021;"Mayo";422.0;"Apartamento";"Gas";63.0;"Valencia";"Comunidad Valenciana";128;5;"Regular";"No";0.193;"Calefacción eléctrica";"Primavera";"Tarifa fija";307.0;"Alquiler";2;19.0;4;4;2;2
"Hogar_49";2022;"Diciembre";314.0;"Casa";"Eléctrica";125.0;"Barcelona";"Cataluña";138;1;"Regular";"No";0.189;"Aire acondicionado";"Otoño";"Tarifa variable";239.0;"Alquiler";4;16.0;10;9;1;1
"Hogar_50";2022;"Mayo";131.0;"Casa";"Gas";173.0;"Málaga";"Andalucía";64;1;"Deficiente";"No";0.266;"Calefacción eléctrica";"Primavera";"Tarifa variable";267.0;"Alquiler";12;19.0;7;2;1;2
"Hogar_51";2022;"Septiembre";271.0;"Casa";"Gas";165.0;"Murcia";"Región de Murcia";132;3;"Regular";"No";0.261;"Calefacción eléctrica";"Verano";"Tarifa fija";245.0;"Propiedad";18;16.0;5;5;1;2
